id,compartments,species,reactions,parameters,events,rules,function_definitions,time,bytes,gctime,gcstats,filesize
MODEL1006230055,1,0,0,22,0,13,0,0.009517963,669143,0.0,"Base.GC_Diff(669143, 0, 0, 11651, 14, 0, 0, 0, 0)",15248
MODEL1201070000,1,0,0,47,0,12,0,0.012004426,518357,0.0,"Base.GC_Diff(518357, 1, 0, 8606, 6, 0, 0, 0, 0)",15105
MODEL1006230040,1,0,0,20,0,7,0,0.015627109,209296,0.0,"Base.GC_Diff(209296, 0, 0, 3425, 7, 0, 0, 0, 0)",14893
MODEL1202030001,1,8,12,12,0,0,0,0.016485536,447952,0.0,"Base.GC_Diff(447952, 0, 0, 9319, 12, 0, 0, 0, 0)",14886
MODEL1006230023,1,0,0,20,0,10,0,0.008941023,63856,0.0,"Base.GC_Diff(63856, 0, 0, 1585, 4, 0, 0, 0, 0)",14852
MODEL1006230107,1,0,0,20,0,7,0,0.009517253,67128,0.0,"Base.GC_Diff(67128, 0, 0, 1750, 4, 0, 0, 0, 0)",14670
MODEL1202270001,1,13,5,10,0,4,0,0.029758672,1868287,0.0,"Base.GC_Diff(1868287, 5, 0, 52837, 28, 0, 0, 0, 0)",14647
BIOMD0000000527,1,1,0,16,0,1,0,0.008794175,59680,0.0,"Base.GC_Diff(59680, 0, 0, 1271, 4, 0, 0, 0, 0)",14606
MODEL1006230036,1,0,0,12,0,5,0,0.008639347,599171,0.0,"Base.GC_Diff(599171, 0, 0, 9631, 11, 0, 0, 0, 0)",14596
MODEL1006230093,1,0,0,16,0,6,0,0.008765045,152063,0.0,"Base.GC_Diff(152063, 0, 0, 3218, 6, 0, 0, 0, 0)",14415
MODEL1006230013,1,0,0,20,0,12,0,0.008871914,371024,0.0,"Base.GC_Diff(371024, 1, 0, 7817, 10, 0, 0, 0, 0)",14036
MODEL1008060002,1,5,10,10,0,1,0,0.095115836,7732921,0.0,"Base.GC_Diff(7732921, 6, 0, 140546, 82, 0, 0, 0, 0)",13916
BIOMD0000000157,1,3,6,8,0,0,0,0.008694147,2781155,0.0,"Base.GC_Diff(2781155, 3, 0, 41124, 83, 0, 0, 0, 0)",13755
MODEL1112110004,1,7,0,22,0,13,0,0.073256073,7366333,0.0,"Base.GC_Diff(7366333, 4, 0, 134652, 119, 0, 0, 0, 0)",13748
MODEL0912452142,1,0,0,17,0,6,0,0.01431449,223440,0.0,"Base.GC_Diff(223440, 0, 0, 7061, 6, 0, 0, 0, 0)",13712
BIOMD0000000159,1,3,6,7,0,0,0,0.008425151,642112,0.0,"Base.GC_Diff(642112, 1, 0, 19665, 11, 0, 0, 0, 0)",13436
MODEL1006230103,1,0,0,11,0,5,0,0.026916795,1502699,0.0,"Base.GC_Diff(1502699, 1, 0, 22627, 25, 0, 0, 0, 0)",13409
MODEL0912388235,1,0,0,26,0,9,0,0.014577916,792423,0.0,"Base.GC_Diff(792423, 0, 0, 12128, 5, 0, 0, 0, 0)",13293
MODEL0848676877,1,0,0,19,0,8,0,0.020554313,2253276,0.0,"Base.GC_Diff(2253276, 2, 0, 36250, 36, 0, 0, 0, 0)",13288
MODEL1006230014,1,0,0,12,0,7,0,0.008579729,128282,0.0,"Base.GC_Diff(128282, 0, 0, 3118, 4, 0, 0, 0, 0)",13218
MODEL8102792069,1,4,6,8,0,1,0,0.060160554,5562212,0.0,"Base.GC_Diff(5562212, 2, 0, 104946, 78, 0, 0, 0, 0)",13055
MODEL5952308332,1,12,11,18,0,0,0,0.011115018,117392,0.0,"Base.GC_Diff(117392, 0, 0, 2265, 4, 0, 0, 0, 0)",12927
MODEL1705170001,1,6,8,8,0,0,0,0.008196385,557720,0.0,"Base.GC_Diff(557720, 1, 0, 17916, 11, 0, 0, 0, 0)",12883
BIOMD0000000155,1,2,4,10,0,1,0,0.007611442,229928,0.0,"Base.GC_Diff(229928, 0, 0, 5148, 6, 0, 0, 0, 0)",12875
MODEL1173105855,1,0,0,28,0,13,0,0.015128817,396208,0.0,"Base.GC_Diff(396208, 1, 0, 12897, 10, 0, 0, 0, 0)",12719
MODEL1008060000,1,3,5,9,1,1,0,0.009310727,61120,0.0,"Base.GC_Diff(61120, 0, 0, 1335, 2, 0, 0, 0, 0)",12438
BIOMD0000000156,1,3,5,7,0,0,0,0.007018082,303112,0.0,"Base.GC_Diff(303112, 0, 0, 6293, 9, 0, 0, 0, 0)",12429
MODEL0912160001,1,0,0,26,0,15,0,0.009149359,283979,0.0,"Base.GC_Diff(283979, 1, 0, 6268, 8, 0, 0, 0, 0)",12367
BIOMD0000000154,1,2,5,7,0,0,0,0.007018632,78136,0.0,"Base.GC_Diff(78136, 0, 0, 1486, 4, 0, 0, 0, 0)",12345
MODEL1006230111,1,0,0,12,0,5,0,0.007247948,341816,0.0,"Base.GC_Diff(341816, 1, 0, 8503, 11, 0, 0, 0, 0)",12335
MODEL1201140001,1,0,0,32,0,7,0,0.008919833,1070280,0.0,"Base.GC_Diff(1070280, 3, 0, 33470, 17, 0, 0, 0, 0)",11671
MODEL5954483266,1,3,4,12,0,2,0,0.007659193,245600,0.0,"Base.GC_Diff(245600, 0, 0, 4945, 9, 0, 0, 0, 0)",11579
MODEL6185511733,1,9,12,12,0,0,0,0.009673442,181720,0.0,"Base.GC_Diff(181720, 0, 0, 3459, 5, 0, 0, 0, 0)",11375
MODEL1108260015,1,6,0,20,0,6,0,0.010728024,479472,0.0,"Base.GC_Diff(479472, 1, 0, 10421, 17, 0, 0, 0, 0)",11337
MODEL1006230028,1,0,0,13,0,5,0,0.005934429,250344,0.0,"Base.GC_Diff(250344, 0, 0, 5162, 7, 0, 0, 0, 0)",10733
MODEL1009230000,1,3,5,6,0,1,0,0.007547424,52016,0.0,"Base.GC_Diff(52016, 0, 0, 933, 2, 0, 0, 0, 0)",10571
MODEL1172200168,1,0,0,14,0,3,0,0.008167214,276256,0.0,"Base.GC_Diff(276256, 0, 0, 6465, 10, 0, 0, 0, 0)",10404
MODEL6624199343,1,5,3,13,0,0,0,0.019620598,716312,0.0,"Base.GC_Diff(716312, 4, 0, 17262, 21, 0, 0, 0, 0)",10004
MODEL1202270000,1,8,2,4,0,3,0,0.008963352,456704,0.0,"Base.GC_Diff(456704, 0, 0, 12725, 7, 0, 0, 0, 0)",9653
MODEL1108260010,1,4,4,8,0,0,0,0.007520625,164744,0.0,"Base.GC_Diff(164744, 1, 0, 4277, 5, 0, 0, 0, 0)",9545
MODEL0911270004,1,0,0,14,0,3,0,0.011495033,259960,0.0,"Base.GC_Diff(259960, 1, 0, 7804, 9, 0, 0, 0, 0)",9535
MODEL1201140003,1,0,0,21,0,5,0,0.006176725,54608,0.0,"Base.GC_Diff(54608, 0, 0, 1306, 3, 0, 0, 0, 0)",9368
MODEL4028801312,1,0,0,7,0,3,0,0.006645528,203376,0.0,"Base.GC_Diff(203376, 1, 0, 4491, 7, 0, 0, 0, 0)",9268
MODEL1006230050,1,0,0,9,0,3,0,0.005044572,203592,0.0,"Base.GC_Diff(203592, 0, 0, 4900, 7, 0, 0, 0, 0)",9046
MODEL1201140005,1,0,0,10,0,5,0,0.005450616,242632,0.0,"Base.GC_Diff(242632, 1, 0, 7530, 7, 0, 0, 0, 0)",8843
MODEL0479926177,1,0,0,11,0,4,0,0.025198293,2777061,0.0,"Base.GC_Diff(2777061, 3, 0, 54707, 43, 0, 0, 0, 0)",8623
MODEL0911270006,1,0,0,10,0,5,0,0.004976174,333579,0.0,"Base.GC_Diff(333579, 0, 0, 4536, 2, 0, 0, 0, 0)",8592
MODEL0909931851,1,0,0,13,0,6,0,0.006305243,42832,0.0,"Base.GC_Diff(42832, 0, 0, 845, 3, 0, 0, 0, 0)",7439
MODEL0911532520,1,0,0,8,0,2,0,0.005393287,138352,0.0,"Base.GC_Diff(138352, 0, 0, 2386, 4, 0, 0, 0, 0)",7103
